author,description,pubdate,sentiment
@campakaofficial9762,Si telkon yg monopoli mersa ga ada saingan...smg di lebih baik lg jngn harganya aja yg mahal,5/26/2024 9:46,negative
@7nagalite339,Se simple itu,5/26/2024 9:45,positive
@Kibay01,Wah ini ngaruh banget ni buat para gamer,5/26/2024 9:45,negative
@adamzidni4105,misal dipasang dirumah bisa radius berapa meter sinyal normal bang? trus Max bisa berapa provider pake,5/26/2024 9:45,neutral
@diulasajatv2023,"Revolusioner sih iya, tapi apa tidak mematikan provider lokal misal tel***sel",5/26/2024 9:43,negative
@Hadichannel84,Apakah nantinya bisnis wifi bisa mati ya?,5/26/2024 9:41,negative
@davidariansa4084,Hujan saja jadi masalah kalau internet satelit ini,5/26/2024 9:36,negative
@novanaero,"Bang david, itu wifinya buat rumah 2/3lt gmn ya? bisa nangkep ga ya? Kalau pake yg bisa nambah router mayan juga",5/26/2024 9:34,neutral
@tbzie,Penganut bumi datar : ðŸ—¿,5/26/2024 9:32,neutral
@chandrawijaya6545,Bisa tidak share kek wifi gitu ke org rumah,5/26/2024 9:31,neutral
@shln_23,jaraknya berapa meter,5/26/2024 9:26,neutral
@arifinarifin3654,Hanya beli alatnya saja..??? Gak pake Beli paketan lagi..???,5/26/2024 9:24,neutral
@ryanvebryan2982,Harap di malaysia masuk jg Starlink niðŸ™Œ,5/26/2024 9:24,neutral
@ainurrofiq6929,UNTUK DI TENGAH LAUT BISA KAH DENGAN JARAK RIBUAN MIL DARI DARAT? MOHON ADVICE NYA SUHU,5/26/2024 9:22,neutral
@fadlirazak8374,Pertanyaannya akan kah starlink ini menggantikan layanan internet berbasis fiberoptik di area perkotaan?,5/26/2024 9:20,neutral
@dkkgaming4996,Tes pas cuaca hujan bang,5/26/2024 9:08,neutral
@pembelakebenaran7120,Inovasi yang akan Merevolusi dunia menjadi lebih cepat berkembang â¤â¤,5/26/2024 9:07,neutral
@putrazeus6237,ini sama kek wifi ga sih ? bisa dipake sekeluarga gitu kan 1 router ?,5/26/2024 9:07,neutral
@mangbeirut5439,Spill powerbanknya bang,5/26/2024 9:00,neutral
@mahardika_666,Flat earth bagaimana menjelaskan ini ya? ðŸ˜…,5/26/2024 9:00,neutral
@taufikfadillah7291,21:09 awokaowk chek Khodam jir,5/26/2024 8:59,neutral
@kumagami7563,"Gokil ini baru revolusioner ,semoa provider wifi diindonesia juga bisa semakin bagus lagi",5/26/2024 8:57,positive
@Aizfvnky,720p tetep aja burik ðŸ—¿,5/26/2024 8:56,negative
@irmiagabriella9405,Terima kasih Pak Jokowi dan Elon Musk kita yang di pedalaman Kalimantan sudah tidak harus manjat pohon hanya untuk telephone.,5/26/2024 8:55,positive
@SamsudinHusin,"KAK, COBA DUNGK DI PASANG DI MOBIL, TRUS DIJALANIN, GIMANA KUALITASNYA, BISA NGGAK MOBILISASI TETAP STABIL GITU.",5/26/2024 8:52,neutral
@rahmatboy971,Tetap pake power bank,5/26/2024 8:51,neutral
@innddraaaa,Itu kalo kena ujan gimana bang? Kena petir gak?,5/26/2024 8:51,negative
@onesshu1000,Bang klau kena Hujan atw badai kuat g ðŸ«¤ðŸ«¤,5/26/2024 8:47,negative
@poncopras5194,"Gimana kalau langitnya banyak awan dan cuaca buruk, pengaruh ga kualitas internetnya",5/26/2024 8:41,negative
@fajarashari16,Hmm... Pajak pajak pajak Di pajakin gak nih ??,5/26/2024 8:34,negative
@alsiraajgroup,Mantap ini starlink,5/26/2024 8:25,positive
@puyangbukit1936,Maksimal brp pengguna bang,5/26/2024 8:14,neutral
@DavidbrianBrian-nt9wn,Belinya dimana sih..saya berminat,5/26/2024 8:13,neutral
@MSNVLOG,"Mon info, Maksimal tetring dipake berapa device biar ga ke ban bang?",5/26/2024 8:12,neutral
@vanzgamers1558,Cobain digunung bang,5/26/2024 8:00,positive
@riskakyara3829,Starlink hanya untuk orang mampu,5/26/2024 7:59,neutral
@riskyromdoni1160,Dibuat di laut bisa ngga ya,5/26/2024 7:55,neutral
@istanalangitKE7,teknologi makin maju,5/26/2024 7:53,positive
@ahmadmusyafak7079,Coba bang dipuncak gunung,5/26/2024 7:45,neutral
@sonataa4be,iphone wifi only :ðŸŽ‰ðŸŽ‰ðŸŽ‰ðŸŽ‰,5/26/2024 7:44,neutral
@FebianNakasuCH,BUAT APA INTERNET KENCENG-KENCENG,5/26/2024 7:43,negative
@azzahracomputer71,Satelite balon ya bang,5/26/2024 7:42,negative
@ermihadi16,Bagaimana dengan pengaman petirnya ??,5/26/2024 7:42,negative
@azraxal512,"15:52 ada kok yang gak seneng,ada tuh kata pak mentri dari Negara Wakanda juga Buat apa internet kenceng kenceng",5/26/2024 7:41,negative
@rulandikafajarputra3416,Mas Elon mbok ya dimurahin dikit lah sebulan jadi 325ribu perbulan  alat pendukungnya di diskon 50% untuk kelas residential ðŸ˜­ðŸ˜‚ðŸ¤£,5/26/2024 7:40,neutral
@LoniMipad-zz4kp,Provider yg sdh ada ketar ketir.Salah sendiri tetep egois dan sombong,5/26/2024 7:35,negative
@fandhyreksa,"Gak juga sih. Harga alatnya paling murang 5jt, itupun harga promo. Harga paket bulanannya 750rb/bulan paling murah.",5/26/2024 8:04,positive
@gusmanmangero3255,"Bagiku masih ada yg kurang, knp sumber elektrik ngak langsung di piringnya dgn menggunakan sumber matahari biar benar2 tidak menggunakan sumber listrik dri luar, sebab kalau benar-benar ngak ada sumber listrik melalui PLN atau power bank itu jadi sudah. Itu mungkin kurangnya.. Tapi kecepatan dll ok",5/26/2024 7:34,negative
@Ecx0_dodo,"Coba kalo pas di pake di goyang goyang arah nya, bakal ilang ga sinyal nya ðŸ˜…ðŸ˜…ðŸ˜…",5/26/2024 7:29,negative
@HarleyGold_,ORANG TOLI TOLI WAJIB BELI INIðŸ—¿,5/26/2024 7:25,neutral
@ardiastaman2527,semoga kabel provider sembrawut segera dimusnahkan...........,5/26/2024 7:24,negative
@antikaalam,"apakah 1 starlink modem bisa di share sinyal wifi nya dg tambahan router lain? untuk case pemakaian di dua tempat yg berbeda. mohon di share ya teman2 , thx",5/26/2024 7:23,neutral
@maqil3623,"cobain di gunung please dan pakai ethernetnya, apakah bedanya cukup signifikan",5/26/2024 7:20,neutral
@qodirgharnet8924,Gk cocok buat RTRW net,5/26/2024 7:19,negative
@sejarahdaerah6013,Daki gunung bikin usaha wifi per jam 30 rebu kalo tanpa fup mah cepet kaya ðŸ˜®,5/26/2024 7:17,positive
@dhanii_11,Tekomsel dll ketar ketir liat iniðŸ˜‚ harga mahal kualitas lawak,5/26/2024 7:13,negative
@ekosukadana,Menggoda sekali,5/26/2024 7:03,positive
@21Muda.,Saya butuh rekomendasi penguat sinyal om,5/26/2024 7:02,neutral
@s-pmercurius9439,"Ini kalau berhasil full sih bakal kayak market place tiktok , padar tanah abang sepi karena orang orang belanja di sana ,tanpa mengevaluasi dan meng introspeksi tanah abang dan kekurangannya . Dan starlink akan membuat teknisi akan banyak kehilangan pekerjaan dan nyalahin pemerintah juga masyarakat Tanpa mengintrospeksi dan mengevaluasi perusahaannya bekerja. Saya doakan akan mendepak perusahaan lokal seperti Telkomsel, karena itu perusahaan perlu tekanan untuk tidak melakukan monopoli berlebihan dan memaksa masyarakat mau tidak mau kalau mau cepat ya ke mereka ðŸ‘",5/26/2024 7:01,negative
@zxruyo9941,Ga usah beli lan yg harga nya 1 juta.. Beli aja router extender dari router extender pake lan 5 biji juga bsa,5/26/2024 7:00,neutral
@fazzmultimedia4612,"750rb sebulan buat bisa interntan di manapun, murahhhh banget, speed tinggi, latensi rendah, koneksi otomatis mudah,, jauh lebih worth it dibandingkan internet satelit konvensional yg mahal, lelet",5/26/2024 6:58,positive
@bengkelmotorinjeksiartomoro,Apakah ada bayr bulanan nya mas itu,5/26/2024 6:57,neutral
@newcomer-ll3zz,peluang disikat pak melon mos..garaÂ² lambatnya negara bikin antena,5/26/2024 6:53,neutral
@techno-j9033,Apakah Antipetir Bang?,5/26/2024 6:52,negative
@korizky4837,hhaa.. baru tau Starlink tu Starbak KelilinkðŸ¤£ðŸ¤£,5/26/2024 6:50,neutral
@anggiatmartua3287,Coba jaman warnet nih barang udah ada,5/26/2024 6:50,neutral
@yoowanas,kalo buat pasang di kos 15-20 orang aman gak ya?,5/26/2024 6:50,neutral
@jipi_jip3022,Kira2 indihome sahamnya turun gakðŸ˜‚,5/26/2024 6:48,neutral
@dedesyarfawi8605,"Solusi bagus untuk pekerja yg di pedalaman, kebun tambang dll ðŸ˜…",5/26/2024 6:47,positive
@aboenchannel,"Boleh nih,klo camping Pasti tetep bisa online koneksi Internetnya",5/26/2024 6:47,neutral
@eldianawhitasafitri3427,tenpat kerjaku di papua barat tepat nya teluk bintuni pakai internet satelit speed download 7Mbpsupload 3Mbps harga 125jt perbulanðŸ˜¢ sudah berjalan 5 tahunðŸ˜¢,5/26/2024 6:45,neutral
@robimarsal6345,"125 jt per bulan ??? Dari provider apa tuh, bang ?",5/26/2024 8:34,neutral
@widmansg,"terminate, ganti starlink saja...",5/26/2024 23:38,neutral
@user-bf8lu1lz6b,Hahh.. seriusan??? Bisa beli vario tiap bulan sm gonta ganti HP dong.. Uanjiirrr,5/27/2024 8:02,negative
@aditiaputrakurniawan7173,Itu di batesin kali. Khusus buat tiap akun aja.,5/27/2024 11:32,neutral
@eldianawhitasafitri3427,@@aditiaputrakurniawan7173 bukan. memang semahal itu di daerah papua pedalaman semua provider karna gsm aja ga ada,5/27/2024 11:52,negative
@ig_rakhaqilfurqan,untung bukan explore ig aku yg di scroll,5/26/2024 6:42,neutral
@user-zx1ws9vy2m,Bisa buat tetringan gak siðŸ˜‚ðŸ˜‚ðŸ˜‚,5/26/2024 6:34,neutral
@mtf_nine_tailed_fox385,cocok alat ini untuk pasukan kita serta masyarakat di pedalaman papua,5/26/2024 6:33,positive
@prasnetdotcom,ðŸŽ‰,5/26/2024 6:32,positive
@greatpeople831,Ellon musk ga mau invest TESLA Yg menyerap bnyk tenaga krj. Skrg cm mau cari duit di NKRI Hrsnya minta konpensasi jika ingin berbisnis StarLink di sini,5/26/2024 6:28,negative
@critcrut509,Di Jatim sdh bisa ga sih..??,5/26/2024 6:27,neutral
@Gilangrosiew,Gila ga nih ngalamat banyak prusahaan Wifi tutup nih,5/26/2024 6:26,negative
@meikyilham7984,"Kalo sayah pake Indihome main ml pin di 7/15 itu pun di pake 8 orang, minusnya pas akhir mau pembayaran leg",5/26/2024 6:15,neutral
@sukalapar1264,"Jadi better pilih mana kalau untuk lokasi di perumahan yg sudah terjangkau isp? CBN, atau Starlink?",5/26/2024 6:10,positive
@rinuktiahmad35,Kalo kena hujan gimana?,5/26/2024 6:10,negative
@jefryyanto2188,Siap2 gulung tikar telkomsel...,5/26/2024 6:09,negative
@fandhyreksa,6:50 Ini paket apa ya maksudnya? paket internetnya yang dibayar bulanan kah? Gw kira cuman beli alatnya doang udah bisa internetan sepuasnya sampai alatnya rusak ðŸ˜‚,5/26/2024 6:06,negative
@user-ec3ib4lj7u,Skala RT/RW ?... Emang range nya seberapa jauh bisa connect? ðŸ˜’,5/26/2024 6:04,neutral
@erickpondaag5918,Guys ini ngk isi paket kah? Internetan seumur hidup kah?,5/26/2024 5:57,negative
@fandhyreksa,"6:50 Kayaknya beli paket langganan lagi kayak indihome dll. Jadi kesimpulan yg gw dapat, Starlink ini paket wifi layaknya indihome dll. Bedanya, karena menggunakan satelit jadi bisa dapat internet dimanapun berada. Kalau Indihome kan hanya daerah2 tertentu yang sudah tersedia kabel indihomenya. Statlink pemancar dan routernya dibeli (harga mahal dan milik pribadi sepenuhnya), dan dirakit sendiri (rakitnya gampang). Sedangkan Indihome, pemancar da routernya dipinjemin gratis, dipasangnya pakai teknisi. Starlink pemancar dan routernya bisa dibawa dan dipakai secara pindah2 tempat. Kalau indiihome cuma bisa dipakai di rumah yang dipasangin routernya. Untuk internetnya sama2 harus daftar paket internet bulanan, jadi ada biay bulanan yang harus dibayar. Kurang lebih seperti itu, CMIIW.",5/26/2024 6:17,negative
@akbar_pake_emote,I like,5/26/2024 5:57,positive
@ervinmaulana7565,Ngilu bgt any maem gebrak gebruk,5/26/2024 5:56,negative
@tukangcacaladung6492,SPG pro,5/26/2024 5:53,neutral
@starv1378,Harga brapa om,5/26/2024 5:53,neutral
@sultan_zaid,"Emang gilaa sih elon mus, logo Twitter aj diubah jadi Xxx",5/26/2024 5:48,negative
@merumerujaemon,"Abis review ini bisa kayaknya review AI Gen-nya Advan, penasaran nih kira-kira support buat kerjaan aku apa ga",5/26/2024 5:34,neutral
@SamsulBahri-qq4px,Apa starlink dah ada di seluruh indonesia,5/26/2024 5:34,neutral
@Alinalineze,"bang jngn lupa review X-Play nya ya bang, ga sabar nungguin",5/26/2024 5:33,neutral
@Vanzaax,boleh nih review AI-Gen notebook nya sama X-Play nya si Advan dong bang hehe,5/26/2024 5:32,neutral
@kailarenata1100,yok notebook AI GEN nya di review yok nyang dari advan,5/26/2024 5:32,neutral
@dmaulidya,Bang daviddd katanya Advan ngeluarin produk laptop AI-Gen yaa? Reviewnya dong bang ehehe. Aku kalo lagi cari rekomendasi gadget selalu mantengin channel ini soalnya,5/26/2024 5:32,positive
@devianalumitasari2920,"Butuh review produk barunya advan yg X-Play itu loh, coba review bang, keren kayaknya",5/26/2024 5:31,positive
@Rayajaaxlz,"X-Play katanya bisa di konek ke monitor, boleh di review bang, semoga di baca wkwk",5/26/2024 5:31,neutral
@IhsanIhsan79,"Advan baru launching laptop AI-Gen kayanya menarik deh bang, ditunggu reviewnya yaa",5/26/2024 5:30,positive
@Ferigunamasa,"Gue nungguin Review-nya AI-Gen Notebook  X-Play dari Advan bang, review dong bang",5/26/2024 5:29,neutral
@kautsarabdillah546,"Penasaran sama AI-Generation plus X-Play notebook Advan bang, review dongg",5/26/2024 5:28,neutral
@juharinatsir3962,Jangkauan jaringan Wi-Fi nya bang belum dijelaskan.. jarak jangkauan dari router ke handphone (Berapa Meter).. dan berapa maksimal yg bisa konek ke alatnya bang... Semoga dijawab! Thank u bang,5/26/2024 5:28,neutral
@comyaya723,"Coba review produk barunya advan dong bang, yang AI-Gen",5/26/2024 5:28,neutral
@syarikatonanisa1694,Mau bayar bulanan juga ya ..,5/26/2024 5:28,neutral
@hararaha,"Advan baru launching laptop bang, keliatan keren banget, ditunggu review nya bg",5/26/2024 5:27,positive
@JojoParv,Gadgetin kapan neh bahas AI-Gen nya Advan? Banyak Yang penasaran termasuk gua ðŸ˜¬ðŸ¤š,5/26/2024 5:27,neutral
@chiyajessee,"X-Play nya bisa konek ke monitor keren banget itu, asli dah",5/26/2024 5:26,positive
@Rizzkyxz,"bang next review laptop AI-Gen, aku tuh penasaran bngt, up dong guys.",5/26/2024 5:25,positive
@gumirenaldi,"Bang review AI-Gen sama X-Play dong, penasaran bener dah bang",5/26/2024 5:25,neutral
@MNAGamer,Buset bisa nobar di puncak evrest kalau gini,5/26/2024 5:24,negative
@KetoprakLuged,Laptop terbarunya advance ka keren bgt tolong review ka,5/26/2024 5:23,positive
@nabilahrifdahcantik,"Bang review X-Play nya dari advan bang, kayanya keren tuh",5/26/2024 5:23,positive
@yoshandynayouan,"AI-Gen katanya bagus bang, review full dong bang",5/26/2024 5:22,positive
@masidan2311,Yang mantep X-playnya bang mantap kaliiii review bank,5/26/2024 5:21,positive
@SeblakEnoy,Review Al-Gen Notebooknya advance donk Nang keren tuu,5/26/2024 5:19,positive
@hanazidnailma,"Bang aku kepo banget sama laptop AI-Gen itu, review dong bang",5/26/2024 5:19,neutral
@Maulana12386,Cepet bang review AI-Gen advan penasaran banget!,5/26/2024 5:19,positive
@hanunasania,"Bang gw pngin beli laptop bang, review in AI-Gen Advan dong bangg",5/26/2024 5:18,neutral
@Khomsatunnurazizah,Please Review Laptop Al-Gen dong bang,5/26/2024 5:18,neutral
@chanchanpuri,"Bang David, Advan baru launching Laptop AI-Gen ya? Review dong bang heheh",5/26/2024 5:18,neutral
@nogamiwakana8124,"Bang, advan ngeluarin laptop AI Gen bang, review dong bangg",5/26/2024 5:18,neutral
@janununuu,"Plis spil produk barunya advan yg leptop AI-Gen bangg, soalnya mau beli ane",5/26/2024 5:18,neutral
@maulanaindra6404,Advan launching laptop AI-Gen bang menarik banget untuk direview,5/26/2024 5:17,positive
@DjbonbonUye,AI-Gen gasss ripyu bangg skrrg !!!!,5/26/2024 5:17,negative
@Ezelezel-ib8dv,bang coba review laptop al-gen siapa tau tertarik,5/26/2024 5:17,neutral
@ariestyaayudia1985,Doa terkhusyuk hr in : Sukseskan Starlink d Indonesia. Biar Telkomsel Bangsat tidak semena2 pasang hrg semaunya,5/26/2024 5:16,positive
@ChacaGesti,"Banggg avdan ada yg baru tuh, leptop AI-Gen sabi kali bang d spill penisirin soalnyaa",5/26/2024 5:16,negative
@Mr_Datatrea,Mantap bangâ¤â¤â¤â¤â¤â¤,5/26/2024 5:15,positive
@JHL66644,"buat yg udah pake, tolong share info dong. Buat maen game luar gimana? Stabil gak, ato pingnya tetep sama aj 200an? Bisa tembus kanopi gk signalnya?",5/26/2024 5:11,negative
@fendifendi7079,Cobain di daerah pedalaman abangku,5/26/2024 5:07,positive
@fandiarrizka4765,Kirim ke palestin,5/26/2024 5:05,neutral
@alfytheshadow326,tanpa kabel yg membahayakan leher pengendara nihðŸ˜,5/26/2024 5:04,neutral
@fzhmd2,Inimah duit kelilit,5/26/2024 5:03,negative
@VlogDeniRamdani-nm3hr,bisa di hek kali,5/26/2024 4:57,neutral
@mbahezhafran9177,Ada charge bulanan ngga ya kalo ada brp fee bulanan?,5/26/2024 4:54,neutral
@KingQueen-ct9ig,Sumpah Indihome 100mbps pun gak guna buat main ml,5/26/2024 4:47,negative
@chandysartono5404,Kabar gembira buat daerah yang jauh dari btsâ¤,5/26/2024 4:34,positive
@KhoirulUmamarshaezra,"satelitnya kalo keliatan dilangit malem keren banget,bebaris rapih gitu",5/26/2024 4:31,positive
@Bagusmediaofficial,CEK dulu bang Sinyal internet dri HpðŸ˜‚ kalau emang bener2 dak ada SinyallðŸ¤£ðŸ¤£ sejauh ini kurang yakin,5/26/2024 4:30,neutral
@BANISELANGKANGAN,MAKANYA COBA PAKE MISKIN,5/26/2024 5:06,negative
@WisvianMaulana23,memang gokil Mamang mamang iniiiiii...selalu jadi paling pertama,5/26/2024 4:24,positive
@fransiskusdimas1829,Ini tempat syuting Pengabdi Setan 2?,5/26/2024 4:20,negative
@ambarasatria3849,halo guys,5/26/2024 4:19,neutral
@agusderma3340,Ajay Bang Nanang ðŸ˜‚,5/26/2024 4:18,neutral
@alikadzakira5197,Yg jelas DARK SISTEM. user miya dimanpun,5/26/2024 4:15,negative
@iqbalrinaldi5866,bagus untuk daerah papua,5/26/2024 4:15,positive
@d14n23,Beli paketnya gimana ?,5/26/2024 4:10,negative
@ilyasrifaldiipal4782,david scrol tik tok gw yg deg degan sama konten nya wkwk,5/26/2024 4:08,positive
@danardono4412,Gila. Nih berarti kayak wifi berbasis satelit ya? Ngeri2 sedap.,5/26/2024 4:04,negative
@SaktiGLU,Punya gw kok 400an Pingnya?,5/26/2024 4:02,negative
@amirchoirudin1538,Wah wah wah,5/26/2024 3:55,negative
@BentarKunGaming,Inovasi bagus internet dr satelit. Cuman kalau ada yg ngikutin elon . Bumi makin banyak satelit ðŸ˜… . Sampah yg ngorbit makin banyak,5/26/2024 3:51,negative
@GamePlay-wd7kx,Internet Cepat Buat Apa?!?ðŸ¤·,5/26/2024 3:51,negative
@RakunSpotYT,"klo starlink udah lelang di warga indo, sdh ketebak pasti nyuriðŸ—¿ dmn pun berada, pasti di curi dgn cara yg kreatifðŸ¥¶",5/26/2024 3:47,negative
@ShortFootball-vx3sx,"Gak lama lagi bea masuk Starlink naik biar harga nya Selangit di indo biar kaum mendang mending tetap pake Tsel, hehehe",5/26/2024 3:45,negative
@atlmindonesia,"Proyek internet terpencil 3T pemerintah malu karena gagal dan buang uang dan dikorupsi era Johnny Plate, tapi dengan starlink elon sangat efisien untuk internet. Malu banget Telkom dan Telkomsel. Biar berbenah.",5/26/2024 3:43,negative
@elshadaw,Stabilitas jangka panjangnya blm ketahuan,5/26/2024 3:41,negative
@Bramjan-dn3oc,aku yakin ini bakal ngalahin indihome dalam 5 tahun,5/26/2024 3:38,positive
@sanjayaadiwangsa1295,Klo gw punya duit drp pake beli motor mending beli ginian,5/26/2024 3:33,neutral
@srjarmacopdib3146,Apa ada kemungkinan starlink ini rawan hack kah...?ðŸ¤”,5/26/2024 3:32,negative
@beltsazar1978,nunggu yg buatan China ðŸ˜…,5/26/2024 3:29,negative
@BANISELANGKANGAN,APAKAH NEGARA BABU INDON BISA MEMBUAT STARLINK VERSI SENDIR??? TIANG BTS SAHAJA DI KORUPSI ðŸ˜‚ðŸ¤£ SALAM DARI MALAYSIA NEGARA DENGAN INTERNET TERCEPAT DI ASIA TENGGARA NO CORUPTION,5/26/2024 5:11,neutral
@mrfoxlol-ik4mm,Tenkyu infonya bang,5/26/2024 3:29,positive
@aminsambas1155,Review Internet terkencang bang,5/26/2024 3:28,positive
@bongkar4808,Gara2 Telkomsel sok mahal yaa ini bisa jadi lawan Telkomsel ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,5/26/2024 3:25,negative
@pitekgas,bang klo misal sebulan ga di bayar bakal di cabut ga ya internetnya kek sebelah,5/26/2024 3:20,neutral
@ariechester6554,"Kalo jumlah pemakain usernya lebih dari 5, ada penurunan kecepatan gak bang ?",5/26/2024 3:18,negative
@sahidprihandoko2667,"gw dijepang, 300-500Mbps sebulan 300k doang njir",5/26/2024 3:15,negative
@juraganandy9225,Radiasinya besar apa kecil itu,5/26/2024 3:15,negative
@ahmadlutfi8087,Sangat berguna untuk pekerja offshore,5/26/2024 3:13,positive
@Mukubotto,"beli pas promo, lu pergi ke kampung pasang, bagiin tetangga 150rb/bulan hitung aja 10 orang atau lu bukain warung udah omset ni",5/26/2024 3:10,negative
@bapakanak2275,"Hey kalian pendaki gunung , gak ada lagi kata kata tersesat dan nyasar ya kalo bawa beginian , dan gak ada lagi dikerjain syetan syetan , tinggal setel aja ayat ayat di hp ðŸ¤£",5/26/2024 3:09,negative
@bigr7237,Bye bye Indihome?,5/26/2024 3:05,neutral
@ZenKnight-h1j1,Aku lagi nungguin starhelcrut bulan Juni,5/26/2024 2:56,neutral
@Benyo414,"Bukannya dulu sudah ada B*LT ya yang bahkan receivernya lebih praktis, mungkin kedepannya STARLINK bisa yang segede B*LT juga modemnya",5/26/2024 2:56,neutral
@laylawitrah499,Maksimal bisa support berapa device kak buat 1 produk itu?,5/26/2024 2:55,neutral
@bunakenplay,Kenapa harus ditempat terbuka? Coba di daerah perumahan bisa maksimal hasilnya atau?,5/26/2024 2:54,neutral
@user-mr7oo8mc3z,Kek tukang obat si abang ini,5/26/2024 2:53,negative
@slandering69,Revolusi nyataðŸ˜‚,5/26/2024 2:51,negative
@dewaprp7098,Solusi buat para pelaut di Kapal....,5/26/2024 2:50,neutral
@user-xc6ux1xf5o,INI REAL REVIEW MANTAP BANG DAVID,5/26/2024 2:50,positive
@alfarizky9575,"Coba cek sinyal di JLS jatim bang, tidak ads sinyal disana",5/26/2024 2:49,neutral
@abidalwi7448,Mantap maseh,5/26/2024 2:47,positive
@posjoker4542,Masih setia sama yang lama ke unggulan yang lama sudah 5th free gratis ðŸ’¯%,5/26/2024 2:45,positive
@BANISELANGKANGAN,INTERNET GRATIS NGAKAK BUZZER BUZZER ðŸ˜‚ðŸ¤£,5/26/2024 5:16,negative
@fikridian5868,Bang review koneksi di tengah kota bang,5/26/2024 2:42,neutral
@cattoosan,"tinggal tambah dongle, udah bisa kasih ke router yang lebih bagus gara gara ada bypass mode ðŸ˜ðŸ˜",5/26/2024 2:42,neutral
@dolar1795,klo jujan deras pasti hilang sinyal nya kaya oren tv,5/26/2024 2:41,negative
@suharyanawae9097,Mirip logo reebok Krn gw sering olahraga ðŸ˜…,5/26/2024 2:39,neutral
@informatikid6882,Bang cobain pake laptop yang terhubung kabel lan ke routernya apakah sama dapet 180-250 mbps untuk download dan 30mbps untuk upload,5/26/2024 2:37,neutral
@panjimcofficial2905,"bisa jadi buat nampar, penganut bumi datar ini",5/26/2024 2:37,positive
@Alskbh_mcrt,Cocok nih bikin jalan jalan Kampung terbebas dari kabel kabel internet g jelas,5/26/2024 2:35,positive
@sekizo6931,telkom ketar ketir,5/26/2024 2:32,negative
@anggaindrawanfauzi,"Guys Coba pikir lebih kritis lagi, Seriusan ini, kok gw mikirnya ini baru permulaan dr starlink ya, gw rasa 5-10th ke depan lg, nih barang akan menjadi lebih kecil  lebih praktis, portable mudah d bawa kemana2 kl kita butuh sinyal internet lgsg dr satelit. Ada hidden mission kyknya dr elon buat menguasai internet dunia ini, bayangin td aja uda ratusan bahkan ribuan starlink tersebar di seluruh dunia wow amazing ðŸ˜®",5/26/2024 2:31,positive
@samsungsumatera9828,Trus ga perlu lagi kuliah di STT TELKOM BANDUNG,5/26/2024 2:29,neutral
@MuhammadFauzan-bg7xg,"Mantabbb bet aslii..... ðŸ˜® - Bisa dipasang dimana aja, asal gak ada penghalang satelite - Bisa bongkar pasang sendiri - 100 mbps    - No FUP - 750 rb / bulan (walau beli alatnya dulu 4 jutaan) Starlink buatan babang Elon ini, Solusi internet paling cocok buat negara kepulauan2 kek Indonesia dan telkomsel bakal gak bisa nyantai lagi cuuyy oakalwkðŸ‘ðŸ‘",5/26/2024 2:28,positive
@tisepovenharry,Boleh share ke brp gadget bang,5/27/2024 7:14,neutral
@soundmoker3877,Semisal udah gak langganan lagi apakah alatnya dikembalikan?,5/27/2024 7:16,neutral
@JeepXj-xt1yv,"Starlink masuk pertahanan negara kita makin parah tidak ada lagi yg bisa kita rahasiakan, ðŸ˜¢ sektor BUMN Telkomsel, Telkom dll makin tergadai. Adakah yg berpikiran sama ?",5/26/2024 2:28,negative
@Mworago_,"sy juga, sejak baca baca sejarah emang amerika kebanyakan penipu apalagi pemerintahan dan pengusaha besarnya. aku yakin ini juga salah satu cara buat mata mata aktifitas rakyat kita, tentang kehidupan ekonominya sehari hari. mereka bisa pasang strategi gimana caranya biar ekonomi amerika jadi paling atas di dunia dan paling berkuasa. ga mungkin dengan harga segitu, desain super simple dan instalasi yang gampang. 5000 satelit di seluruh dunia bukan effort yg kecil, modalnya banyak. mamarika selalu ga mau kalah modal. aku yakin ada maksud dan keuntungan yang lebih besar di balik ini",5/26/2024 3:46,positive
@anisnovita7727,Kolo di Indonesia bisa di curi kalo simpel kayak gni,5/26/2024 2:22,negative
@DeaTeguh-tt6ju,coba bawa ke gunung bang,5/26/2024 2:19,neutral
@aldy_3196,udh make starlink dari sblm viral â˜ï¸,5/26/2024 2:16,neutral
@palestinnesia,ZIONIS,5/26/2024 2:13,negative
@BANISELANGKANGAN,PEMUJA PALESTOLOL,5/26/2024 5:20,negative
@coronacovid7627,kalau semua pakai starlink... trus elon musk iseng matiin starlink nya....apa yg terjaadi...,5/26/2024 2:12,negative
@ahmadarifin9848,Coba di review di kutub selatan bang.,5/26/2024 2:10,neutral
@RRQbadutMSERIESabadi,Pengikut bumi datar minta du colok starlink,5/26/2024 2:09,neutral
@panjinu1151,Antenanya aman gak bang kena air hujan?,5/26/2024 2:09,positive
@penontonsaja9769,ini kalau cuaca nya hujan aman kah?,5/26/2024 2:08,positive
@indradwicahyo5836,ok,5/26/2024 2:07,positive
@sintapuspasari887,Beli d mna?,5/26/2024 2:07,neutral
@user-lh4lw6uj8d,"Starlink bisa diakalin sih, rakit tas kotak power bank di dalam nya, terus atas nya pasang starlinkðŸ˜‚, tinggal bawa kepuncak",5/26/2024 2:06,neutral
