author,description,pubdate,sentiment
@meikyilham7984,jika sayah pake indihome main ml pin 715 pake 8 orang minus pas bayar leg,5/26/2024 6:15,neutral
@sukalapar1264,better pilih lokasi rumah yang jangkau isp cbn starlink,5/26/2024 6:10,positive
@rinuktiahmad35,jika kena hujan gimana,5/26/2024 6:10,negative
@jefryyanto2188,siap2 gulung tikar telkomsel,5/26/2024 6:09,negative
@fandhyreksa,650 paket ya maksud paket internetnya bayar bulan kah saya cuman beli alat doang sudah internetan puas alat rusak,5/26/2024 6:06,negative
@user-ec3ib4lj7u,skala rtrw emang range  connect,5/26/2024 6:04,neutral
@erickpondaag5918,guys ngk isi paket kah internetan umur hidup kah,5/26/2024 5:57,negative
@fandhyreksa,650 seperti beli paket langgan seperti indihome dll simpul yang saya starlink paket wifi layak indihome dll beda satelit internet mana indihome daerah2 sedia kabel indihomenya statlink pancar routernya beli harga mahal milik pribadi sepenuh rakit rakit gampang indihome pancar da routernya dipinjemin gratis pasang pakai teknisi starlink pancar routernya bawa pakai pindah2 indiihome pakai rumah dipasangin routernya internetnya sama2 daftar paket internet bulan biay bulan bayar cmiiw,5/26/2024 6:17,negative
@akbar_pake_emote,i like,5/26/2024 5:57,positive
@ervinmaulana7565,ngilu bgt any maem gebrak gebruk,5/26/2024 5:56,negative
@tukangcacaladung6492,spg pro,5/26/2024 5:53,neutral
@starv1378,harga brapa om,5/26/2024 5:53,neutral
@sultan_zaid,emang gilaa  elon mus logo twitter saja ubah xxx,5/26/2024 5:48,negative
@merumerujaemon,abis review seperti review ai gen advan penasaran  kirakira support kerja tidak,5/26/2024 5:34,neutral
@SamsulBahri-qq4px,starlink dah indonesia,5/26/2024 5:34,neutral
@Alinalineze,bang jngn lupa review xplay  ya bang tidak sabar nungguin,5/26/2024 5:33,neutral
@Vanzaax, review aigen notebook  xplay   advan bang hehe,5/26/2024 5:32,neutral
@kailarenata1100,yok notebook ai gen  review yok nyang advan,5/26/2024 5:32,neutral
@dmaulidya,bang daviddd advan ngeluarin produk laptop aigen yaa reviewnya bang ehehe jika cari rekomendasi gadget mantengin channel,5/26/2024 5:32,positive
@devianalumitasari2920,butuh review produk baru advan yang xplay  coba review bang keren seperti,5/26/2024 5:31,positive
@Rayajaaxlz,xplay konek monitor review bang semoga baca wkwk,5/26/2024 5:31,neutral
@IhsanIhsan79,advan launching laptop aigen seperti tarik deh bang tunggu reviewnya yaa,5/26/2024 5:30,positive
@Ferigunamasa,saya nungguin reviewnya aigen notebook xplay advan bang review bang,5/26/2024 5:29,neutral
@kautsarabdillah546,penasaran aigeneration plus xplay notebook advan bang review dongg,5/26/2024 5:28,neutral
@juharinatsir3962,jangkau jaring wifi  bang jarak jangkau router handphone meter maksimal yang konek alat bang semoga thank u bang,5/26/2024 5:28,neutral
@comyaya723,coba review produk baru advan bang aigen,5/26/2024 5:28,neutral
@syarikatonanisa1694,bayar bulan ya,5/26/2024 5:28,neutral
@hararaha,advan launching laptop bang liat keren banget tunggu review  bg,5/26/2024 5:27,positive
@JojoParv,gadgetin neh bahas aigen  advan penasaran saya,5/26/2024 5:27,neutral
@chiyajessee,xplay  konek monitor keren banget asli dah,5/26/2024 5:26,positive
@Rizzkyxz,bang next review laptop aigen tuh penasaran bngt up guys,5/26/2024 5:25,positive
@gumirenaldi,bang review aigen xplay penasaran bener dah bang,5/26/2024 5:25,neutral
@MNAGamer,buset nobar puncak evrest gini,5/26/2024 5:24,negative
@KetoprakLuged,laptop baru advance ka keren bgt tolong review ka,5/26/2024 5:23,positive
@nabilahrifdahcantik,bang review xplay  advan bang seperti keren tuh,5/26/2024 5:23,positive
@yoshandynayouan,aigen bagus bang review full bang,5/26/2024 5:22,positive
@masidan2311,mantep xplaynya bang mantap kaliiii review bank,5/26/2024 5:21,positive
@SeblakEnoy,review algen notebooknya advance donk nang keren tuu,5/26/2024 5:19,positive
@hanazidnailma,bang kepo banget laptop aigen review bang,5/26/2024 5:19,neutral
@Maulana12386,cepet bang review aigen advan penasaran banget,5/26/2024 5:19,positive
@hanunasania,bang saya pngin beli laptop bang review in aigen advan bangg,5/26/2024 5:18,neutral
@Khomsatunnurazizah,please review laptop algen bang,5/26/2024 5:18,neutral
@chanchanpuri,bang david advan launching laptop aigen ya review bang heheh,5/26/2024 5:18,neutral
@nogamiwakana8124,bang advan ngeluarin laptop ai gen bang review bangg,5/26/2024 5:18,neutral
@janununuu,plis spil produk baru advan yang leptop aigen bangg beli ane,5/26/2024 5:18,neutral
@maulanaindra6404,advan launching laptop aigen bang tarik banget direview,5/26/2024 5:17,positive
@DjbonbonUye,aigen gasss ripyu bangg skrrg,5/26/2024 5:17,negative
@Ezelezel-ib8dv,bang coba review laptop algen tau tarik,5/26/2024 5:17,neutral
@ariestyaayudia1985,doa khusyuk hr in sukses starlink d indonesia biar telkomsel bangsat semena2 pasang hrg,5/26/2024 5:16,positive
@ChacaGesti,banggg avdan yang tuh leptop aigen sabi kali bang d spill penisirin soalnyaa,5/26/2024 5:16,negative
@Mr_Datatrea,mantap bang,5/26/2024 5:15,positive
@JHL66644,yang sudah pake tolong share info maen game gimana stabil tidak ato pingnya tetep saja 200an tembus kanopi tidak signalnya,5/26/2024 5:11,negative
@fendifendi7079,cobain daerah dalam abang,5/26/2024 5:07,positive
@fandiarrizka4765,kirim palestin,5/26/2024 5:05,neutral
@alfytheshadow326,kabel yang bahaya leher kendara ,5/26/2024 5:04,neutral
@fzhmd2,inimah uang lilit,5/26/2024 5:03,negative
@VlogDeniRamdani-nm3hr,hek kali,5/26/2024 4:57,neutral
@mbahezhafran9177,charge bulan tidak ya jika brp fee bulan,5/26/2024 4:54,neutral
@KingQueen-ct9ig,sumpah indihome 100mbps tidak main ml,5/26/2024 4:47,negative
@chandysartono5404,kabar gembira daerah bts,5/26/2024 4:34,positive
@KhoirulUmamarshaezra,satelit jika liat langit malem keren bangetbebaris rapih gitu,5/26/2024 4:31,positive
@Bagusmediaofficial,periksa bang sinyal internet dari hp emang bener2 dak sinyall,5/26/2024 4:30,neutral
@BANISELANGKANGAN,coba pake miskin,5/26/2024 5:06,negative
@WisvianMaulana23,gokil mamang mamang iniiiiiiselalu,5/26/2024 4:24,positive
@fransiskusdimas1829,syuting abdi setan 2,5/26/2024 4:20,negative
@ambarasatria3849,halo guys,5/26/2024 4:19,neutral
@agusderma3340,ajay bang nanang,5/26/2024 4:18,neutral
@alikadzakira5197,yang dark sistem user miya dim,5/26/2024 4:15,negative
@iqbalrinaldi5866,bagus daerah papua,5/26/2024 4:15,positive
@d14n23,beli paket gimana,5/26/2024 4:10,negative
@ilyasrifaldiipal4782,david scrol tik tok saya yang deg degan konten  wkwk,5/26/2024 4:08,positive
@danardono4412,gila  seperti wifi bas satelit ya ngeri2 sedap,5/26/2024 4:04,negative
@SaktiGLU,saya 400an pingnya,5/26/2024 4:02,negative
@amirchoirudin1538,,5/26/2024 3:55,negative
@BentarKunGaming,inovasi bagus internet dari satelit cuman yang ngikutin elon bumi satelit sampah yang ngorbit,5/26/2024 3:51,negative
@GamePlay-wd7kx,internet cepat,5/26/2024 3:51,negative
@RakunSpotYT,jika starlink sudah lelang warga indo sdh tebak nyuri dmn curi dengan yang kreatif,5/26/2024 3:47,negative
@ShortFootball-vx3sx,tidak bea masuk starlink biar harga  langit indo biar kaum dang mending pake tsel hehehe,5/26/2024 3:45,negative
@atlmindonesia,proyek internet pencil 3t perintah malu gagal buang uang korupsi era johnny plate starlink elon efisien internet malu banget telkom telkomsel biar benah,5/26/2024 3:43,negative
@elshadaw,stabilitas jangka panjang blm tahu,5/26/2024 3:41,negative
@Bramjan-dn3oc,ngalahin indihome 5,5/26/2024 3:38,positive
@sanjayaadiwangsa1295,jika saya uang drp pake beli motor mending beli ginian,5/26/2024 3:33,neutral
@srjarmacopdib3146,starlink rawan hack kah,5/26/2024 3:32,negative
@beltsazar1978,nunggu yang buat china,5/26/2024 3:29,negative
@BANISELANGKANGAN,negara babu indon starlink versi sendir tiang bts sahaja korupsi salam malaysia negara internet cepat asia tenggara no coruption,5/26/2024 5:11,neutral
@mrfoxlol-ik4mm,tenkyu info bang,5/26/2024 3:29,positive
@aminsambas1155,review internet kencang bang,5/26/2024 3:28,positive
@bongkar4808,gara2 telkomsel sok mahal yaa lawan telkomsel,5/26/2024 3:25,negative
@pitekgas,bang jika bulan tidak bayar cabut tidak ya internetnya seperti belah,5/26/2024 3:20,neutral
@ariechester6554,jika pemakain usernya 5 turun cepat tidak bang,5/26/2024 3:18,negative
@sahidprihandoko2667,saya dijepang 300500mbps bulan 300k doang ,5/26/2024 3:15,negative
@juraganandy9225,radiasi,5/26/2024 3:15,negative
@ahmadlutfi8087,guna kerja offshore,5/26/2024 3:13,positive
@Mukubotto,beli pas promo lu pergi kampung pasang bagiin tetangga 150rbbulan hitung saja 10 orang lu bukain warung sudah omset ,5/26/2024 3:10,negative
@bapakanak2275,hey daki gunung tidak sesat nyasar ya jika bawa tidak dikerjain syetan syetan tinggal setel saja ayat ayat hp,5/26/2024 3:09,negative
@bigr7237,bye bye indihome,5/26/2024 3:05,neutral
@ZenKnight-h1j1,nungguin starhelcrut juni,5/26/2024 2:56,neutral
@Benyo414,blt ya receivernya praktis depan starlink gede blt modem,5/26/2024 2:56,neutral
@laylawitrah499,maksimal support device kak 1 produk,5/26/2024 2:55,neutral
@bunakenplay,tempat buka coba daerah rumah maksimal hasil,5/26/2024 2:54,neutral
@user-mr7oo8mc3z,seperti tukang obat  abang,5/26/2024 2:53,negative
@slandering69,revolusi nyata,5/26/2024 2:51,negative
@dewaprp7098,solusi laut kapal,5/26/2024 2:50,neutral
@user-xc6ux1xf5o,real review mantap bang david,5/26/2024 2:50,positive
@alfarizky9575,coba periksa sinyal jls jatim bang ads sinyal sana,5/26/2024 2:49,neutral
@abidalwi7448,mantap maseh,5/26/2024 2:47,positive
@posjoker4542,setia unggul 5th free gratis,5/26/2024 2:45,positive
@BANISELANGKANGAN,internet gratis ngakak buzzer buzzer,5/26/2024 5:16,negative
@fikridian5868,bang review koneksi kota bang,5/26/2024 2:42,neutral
@cattoosan,tinggal dongle sudah kasih router bagus gara gara bypass mode,5/26/2024 2:42,neutral
@dolar1795,jika jujan deras hilang sinyal  seperti oren tv,5/26/2024 2:41,negative
@suharyanawae9097,logo reebok krn saya olahraga,5/26/2024 2:39,neutral
@informatikid6882,bang cobain pake laptop hubung kabel lan routernya dapet 180250 mbps download 30mbps upload,5/26/2024 2:37,neutral
@panjimcofficial2905,nampar anut bumi datar,5/26/2024 2:37,positive
@Alskbh_mcrt,cocok  buat jalan jalan kampung bebas kabel kabel internet g,5/26/2024 2:35,positive
@sekizo6931,telkom ketar tir,5/26/2024 2:32,negative
@anggaindrawanfauzi,guys coba pikir kritis serius saya mikirnya mula dari starlink ya saya 510th lg  barang praktis portable mudah d bawa kemana2 kl butuh sinyal internet lgsg dari satelit hidden mission kyknya dari elon kuasa internet dunia bayangin td saja uda ratus ribu starlink sebar dunia wow amazing,5/26/2024 2:31,positive
@samsungsumatera9828,terus tidak kuliah stt telkom bandung,5/26/2024 2:29,neutral
@MuhammadFauzan-bg7xg,mantabbb bet asli pasang mana saja tidak halang satelite bongkar pasang 100 mbps no fup 750 rb beli alat 4 juta starlink buat babang elon solusi internet cocok negara kepulauan2 seperti indonesia telkomsel tidak nyantai cuuyy oakalwk,5/26/2024 2:28,positive
@tisepovenharry,share brp gadget bang,5/27/2024 7:14,neutral
@soundmoker3877,sudah tidak langgan alat kembali,5/27/2024 7:16,neutral
@JeepXj-xt1yv,starlink masuk tahan negara parah yang rahasia sektor bumn telkomsel telkom dll gadai ada yang pikir,5/26/2024 2:28,negative
@Mworago_,sy baca baca sejarah emang amerika banyak tipu perintah usaha besar salah mata mata aktifitas rakyat hidup ekonomi hari pasang strategi gimana biar ekonomi amerika dunia kuasa tidak harga segitu desain super simple instalasi gampang 5000 satelit dunia effort yang modal mamarika tidak kalah modal maksud untung,5/26/2024 3:46,positive
@anisnovita7727,kolo indonesia curi jika simpel seperti ini,5/26/2024 2:22,negative
@DeaTeguh-tt6ju,coba bawa gunung bang,5/26/2024 2:19,neutral
@aldy_3196,sudah make starlink sblm viral,5/26/2024 2:16,neutral
@palestinnesia,zionis,5/26/2024 2:13,negative
@BANISELANGKANGAN,puja palestolol,5/26/2024 5:20,negative
@coronacovid7627,pakai starlink terus elon musk iseng matiin starlink nyaapa yang terjaadi,5/26/2024 2:12,negative
@ahmadarifin9848,coba review kutub selatan bang,5/26/2024 2:10,neutral
@RRQbadutMSERIESabadi,ikut bumi datar du colok starlink,5/26/2024 2:09,neutral
@panjinu1151,antena aman tidak bang kena air hujan,5/26/2024 2:09,positive
@penontonsaja9769,cuaca  hujan aman kah,5/26/2024 2:08,positive
@indradwicahyo5836,ok,5/26/2024 2:07,positive
@sintapuspasari887,beli d mna,5/26/2024 2:07,neutral
@user-lh4lw6uj8d,starlink diakalin  rakit tas kotak power bank   pasang starlink tinggal bawa puncak,5/26/2024 2:06,neutral
@erubiuniverse4192,semoga bumn tidak geruduk kominfo tarif  naikin,5/26/2024 1:57,negative
@maikhatv1014,anti petir tidak bang,5/26/2024 1:57,positive
@yoga9869,kantor ku 600mbps pas speedtest download 20mbps,5/26/2024 1:57,neutral
@user-gw6ov9xr3q,mati dah internet fiber buat kotor jalan dg kabel2 yang raut,5/26/2024 1:56,negative
@ryantriantono9181,atas langit msh starlink,5/26/2024 1:54,neutral
@maqilarmadhani9287,badai aman tidak bang,5/26/2024 1:54,positive
@khyrlputra5810,buat konten kartel cocok tuh,5/26/2024 1:53,positive
@msyahrulbarhun,internet kenceng,5/26/2024 1:52,negative
@user-gw6ov9xr3q,mantapp  tidak kabel2 semraut jalan mati dah perusahaan2 internet yang pakai kabel,5/26/2024 1:52,negative
@sintapuspasari887,telkomsel mahal saing good btw brapa harga starlink,5/26/2024 1:45,neutral
@MrCodeath,bts korup utk rakyat gilir beli tidak tri import saja drpda korup,5/26/2024 1:44,negative
@MancingSikDab,bang dapit sudah nyoba pas cuaca mendung hujan,5/26/2024 1:39,neutral
@tujuhenamchanel887,inovasi yang brilian mas elon,5/26/2024 1:38,positive
@burhannudinskom9647,om coba test internasional atlanta om,5/26/2024 1:38,neutral
@SinarJayaOfficial,kai pelni garuda pake starlink laut udara tanah connect internet mana,5/26/2024 1:37,neutral
@kadesantok1395,ruternya hp bang user tolong baca,5/26/2024 1:37,neutral
@octavianus9490,bentar provider indonesia demo berjilidjilid block starlink semoga benah internet cepat murah orang rasa internet,5/26/2024 1:34,positive
@SatriaWan86,beli alat saja internetnya gratis,5/26/2024 1:30,neutral
@sharingiscaring7582,cepat digitalisasi uang lama2 digital habis internetnya dimusnahin kelar hidup orang,5/26/2024 1:25,negative
@petualangalam6837,cocok kapal tumpang bang,5/26/2024 1:22,positive
@aqshol5250, kang ilon pinter jual haha,5/26/2024 1:16,positive
@Eosy25,tidak takut pantau emang,5/26/2024 1:13,positive
@riangchannel,dl sengaja hambat masuk proyek pancar bs diangarkan bukti dikurup pake starlink sdh alas kad proyek tower 2 abal seperti,5/26/2024 1:11,negative
@antonp4255,plus minus  dirasain ya bang gantung brp koneksi yang nyangkut stabil tidak  dapet brp pas download film software jangkau brp meter konek smpe brp fulltrafick tidak  pas ya bang d banding paket fiber 700750 k bulan dapet brp mbps yaa d,5/26/2024 1:11,positive
@antonp4255,troubel it cs  mana bang d,5/26/2024 1:13,neutral
@sharingiscaring7582,sudah pikir usaha rw net trnyta kedetect blokir klu smpe pakai g wajar,5/26/2024 1:08,negative
@namakujimy,devicenya bilang set parabola yang normal ukur kuat koneksi jika starlink halang mendung hujan yang tebel ya sinyal lemah lemah inet yang pake kabel fiber optik,5/26/2024 1:03,negative
@nabbilaputri8590,bulan brp bayar ,5/26/2024 1:03,neutral
@achmadhidayat1781,bang coba simpan rumah hasil gmn,5/26/2024 1:03,negative
@Hannsano,mas mas teknisi wifi ancam pensiun,5/26/2024 1:01,negative
@MrZadark,upload lambat tower mngkin cepat,5/26/2024 0:59,negative
@fachrijahri1580,bye bye telkom mtel towr,5/26/2024 0:54,neutral
@crowe3773,bagus pelosok doang jika kota jangkau fiber tidak bagus starlink beli alat  langgan  skrang fiber luar indiehome dah murah kenceng,5/26/2024 0:51,positive
@JohnDoe-jk8dn,kaum plet ert satelit hoax,5/26/2024 0:49,negative
@frengkyromanus4076,saya nnton pake telkomsel kampung buffering kali kali bang,5/26/2024 0:48,neutral
@frengkyromanus4076,telkomsel kena mental ndak ,5/26/2024 0:43,negative
@aryargubhy7573,yok pindah starlink kualitas wkwk,5/26/2024 0:33,neutral
@WongKatrok-iw6tr,bg izin 1koneksi internet user 2 harga kouta 750 rb gb aktif 750 rb haribulan,5/26/2024 0:21,neutral
@novelpratama4536,unlimited sudah dijelasin video,5/26/2024 1:05,negative
@WongKatrok-iw6tr,user maksimal user bg,5/26/2024 22:56,neutral
@aerozon4085,indihome insecure,5/26/2024 0:21,positive
@ahmadalfianbarik4705,kaum fe be like hah satelit hoax,5/26/2024 0:19,negative
@alifakbar45,salfok rum,5/26/2024 0:18,neutral
@IkramSukri,mntap bosq,5/26/2024 0:18,positive
@sary9304,cocok indonesia,5/26/2024 0:18,positive
@wildannugroho_plus,bang kerdusnya jgn taruh tanah gitu napa bang,5/26/2024 0:17,negative
@mohammedalfin,pake elon musk buat menteri kominfo jaman tifatul sembiring yang heboh you know sampek joni g plate yang korupsi bts brsa tidak banget,5/26/2024 0:17,negative
@aswarandar2530,coba berani yaa berani  papua coba starlink  boss jika tidak bilang yaa bosss,5/26/2024 0:16,neutral
@BANISELANGKANGAN,ngiri chuaks,5/26/2024 5:26,negative
@agathaamaslia493,tidak hut kalimantan yang pelosok susah banget sinyal,5/26/2024 0:09,negative
@KangAndre57,keren uji coba bagus jika uji coba rumah yang kanan kiri pohon gedung2 tetangga bener2 sesuai fakta guna yang tinggal rumah krn kabar pohon menganggu sinyal antena,5/26/2024 0:02,positive
@brilikepel288,telkomsel busuk,5/25/2024 23:54,negative
@bakugaming3728,cocok buka bisnis warnet,5/25/2024 23:54,positive
@aqupingwin,036 sadar tidak  aneh background its nothing,5/25/2024 23:52,negative
@mochamadihsan9727,telkom narik2 fiber optic ngerusak trotoar jalan kualitas kerja yang ancurrrr lindas starlink,5/25/2024 23:52,negative
@rivkhypakaya1095,bagus pakai desa lelilef sawai malu utara seperti ,5/25/2024 23:42,positive
@demaul487,manfaat banget pos pos satgas dalam,5/25/2024 23:39,positive
@muhamadhasbalah1549,saja cari colok listrik,5/25/2024 23:35,neutral
@edomuhammad9484,fyi saham telkom langsung ambles cuy,5/25/2024 23:31,neutral
@ahmadbangkit7130,praktis yabisa bawa2 dandi pindah pindah rumahbisadi bawa bagus,5/25/2024 23:28,positive
@pungkiyanuardi3421,halo tselsiap2 kena banjir air bah jika tidak ubah,5/25/2024 23:26,negative
@nikeapril4947,padhal niat beli terus jual wifi gunung tapi sudah dipringatin g dishare tidak beli ,5/25/2024 23:24,neutral
@fiyanmenyun9966,semoga cepet sebar subsidi,5/25/2024 23:20,negative
@chanelduloersabatoer3758,pohon diplosok rumah mana epektifnya alat inidengab biaya bulan hedon,5/25/2024 23:19,negative
@agungwicaksono9177,yang hadap langitemang iya pelosok tidak space lapanglu rumah bawah pohon,5/27/2024 0:47,negative
@astonghusnyi5612,amit2 ya antena starlink kena sambar petir bakar gimana ya modem indihome kena petir ganti modem gratis,5/25/2024 23:17,negative
@agungsetiawan_,khawatir alat main atas negara wkwkkw,5/25/2024 23:17,negative
@udalucky3036,timbul konfirasi  seperti,5/25/2024 23:14,negative
@nikeapril4947,tidak coba tengah laut jika tidak gunung biar bukti,5/25/2024 23:13,positive
@kylee97179,kira2 ngegame ngelag tidak ya,5/25/2024 23:09,neutral
@fenlyangow5146,perangkat ya,5/25/2024 23:05,neutral
@Adidan,cuaca pengaruh tidak ya bang hujan,5/25/2024 23:04,neutral
@saepulrahmat4542,starlink kolaborasi dengan sedia internet lokal sedia internet lokal juga tingkat kualitas,5/25/2024 23:01,neutral
@chanelsikren6196,jika taruh ruang tanah ngk bg,5/25/2024 22:58,neutral
@user-xy8ux7qu2d,telkomsel sok manja,5/25/2024 22:58,negative
@ichsananggi7642,ya ajar tiru duplikat start link,5/25/2024 22:54,neutral
@NiyuOpay,bahas boss darling 2015 internet gratis tambah tower kabel ilmu temu  bunuh tidak tuju internet bayar,5/25/2024 22:49,negative
@totokharjiono7949,telkomsel dah panas dingin,5/25/2024 22:46,negative
@agusart9147,jika hutan ttp dpt sinyal,5/25/2024 22:42,neutral
@acsoccer3157,jika gunung  seperti enak ya satelit,5/25/2024 22:41,positive
@Loydmagenta,mari coba starlink korea utara,5/25/2024 22:40,neutral
@04._521,bang nati es ya cair,5/25/2024 23:30,negative
@itonito6743,starlink ngeblokir situs nga ya buka dns,5/25/2024 22:38,negative
@ApulGaming-xz5ko,kaum fomo starlink tidak cocok lo tinggal kota indihome biznet jangkau ngo freelance research lg remote area urgent emang sesuai butuh,5/25/2024 22:37,positive
@yazidabdur4849,harap starlink masuk pasar indonesia usaha lokal internet satelit gregetan develop teknologi jual internet harga saing,5/25/2024 22:35,positive
@elabstrak7435,jarak koneksi meter ka,5/25/2024 22:33,neutral
@rendyaulia2699,user conect,5/25/2024 22:27,neutral
@AsepSaepurohman-de8df,device maksimal,5/25/2024 22:25,neutral
@williamharliyanto4844,kena hujan,5/25/2024 22:24,negative
@fadliromi7338,jika yang beli tolong revewnya jika sdh make bbrpa kak gmna ketatguhan starlink spa tau bantu yang dalam desa kak,5/25/2024 22:23,neutral
@hidupsehat6299,haha telkomsel dah sentil jual haga mahal lot batas jangkau,5/25/2024 22:20,negative
@Argofen15,hormat guru youtuber bilang kampung legend desa nyentuh banget sumpah hormat guru,5/25/2024 22:20,positive
@AsepSaepurohman-de8df,lot internet  kak periksa ultraman nabrak meteor mohon tunggu,5/25/2024 22:19,negative
@BangGAYUS12,engga internet kampung  guna ya coba kampung blm listrik beuhh kagak tuh kampung mati lampu mulu,5/25/2024 22:16,negative
@LABAKEMBAREN,g bg utan laut bawak bawak receivernya berat,5/25/2024 22:09,negative
@muhamadolii198,coba pake strlink tidak sinyal hp bang seperti tidak jika uda beli data hp murah pake starlink jangkawan tidak sinyal hp,5/25/2024 22:08,negative
@jenderallapangan4851,david kerja kerja sekolah,5/25/2024 22:06,negative
@renodwipangga,saya nunggu space x gadget mana internetnya langsung satelit tidak pakai wifi,5/25/2024 22:04,neutral
@BangGAYUS12,bener paket saya beli,5/25/2024 22:10,positive
@rachmatryfaldi4563,gunung bagus  sinyalnyaaaa mantap,5/25/2024 22:01,positive
@mohamadkanylegiawan3779,solusi internet kabel yang semerawut ada kabel yang d gantung rumah org lamalama sampah kabel,5/25/2024 22:00,negative
@mixviper6938,privasi kuat starlink masuk indonesia data privasi disalahgunakan industri asing,5/25/2024 21:59,neutral
@andrifishing777,kalbar sudah indihme ganggu pasang juga susah tugas blg odp penuh bagus pasang starlink jual password wifinya,5/25/2024 21:54,negative
@davidlimbong1111,kepake bgt  pelosok sekolahyg kampung yang jangkau internet rata,5/25/2024 21:54,positive
@pangestuadib7535,org org wifi bakar jenggot wkwkwk,5/25/2024 21:49,negative
@bangfirmaniman6822,750rb apa bang link 4jtan,5/25/2024 21:43,negative
@BangGAYUS12,alat lahh bwangg nyimak engga  paket ya 750rb,5/25/2024 22:12,neutral
@Zeus-ju4hw,tukang palak pangkas gerebek,5/25/2024 21:33,neutral
@agusnw,dalam teknologi pakai kota gedung2 kantor pakai semrawut kabel internet atas trotoar semoga,5/25/2024 21:30,positive
@erickpranaga9368,guddey frizz tidak ko david,5/25/2024 21:28,negative
@iyalaristama8228,mahal isp apit 1 jutabln 100 mbps,5/25/2024 21:28,negative
@pujhieatmoko5916,apakabar 5g,5/25/2024 21:27,neutral
@ripal2474,bakul is bakul,5/25/2024 21:23,negative
@dimasandre1286, buka usaha wifi gunung daki tinggal bawa starling genset,5/25/2024 21:19,neutral
@EkoSusanto-xf5wl,bahas jarak  ruter hp  bg brapa  jika deket ruter mah wajar lancar jarak  harua periksa brapa pling,5/25/2024 21:18,neutral
@arlyn0992,gini perushaan layan jasa tidak ribet slama pke produk local sllu da mslah tunggu sampe minggu bru teknisi dtg,5/25/2024 21:17,neutral
@SEMIOPTERA,emg starlink teknisi indonesia,5/28/2024 8:01,neutral
@Haryo_MV,siap2  kw2,5/25/2024 21:16,negative
@BangGAYUS12,china,5/25/2024 22:13,neutral
@BANISELANGKANGAN,indon starlink tiang bts saja korupsi chuaks,5/26/2024 5:36,negative
@fraintangdilintin3811,buset beli,5/25/2024 21:15,negative
@GGenbi,bang letak luar daerah petir gludug aman,5/25/2024 21:05,negative
@yohanmaulana751,harap banding speed jika langgan wifi 100rb an,5/25/2024 21:05,negative
@auliaoktaviaassyifa718,starlink buat paket hemat1 link 7 hapecpu 25 300 mbps didown 8 25 mbps ramee rw net,5/25/2024 21:05,neutral
@SunaAgustin-fi6jp,kabar korupsi tower bts,5/25/2024 21:01,negative
@aripinmaulana5368,polink,5/25/2024 21:01,neutral
@kaliskalson8180,tidak nunggu janji parah politis gratisin internet alat elon saja ready,5/25/2024 20:52,positive
@naldinataa,bang umpama ditaro terus kesamber petir aman kah,5/25/2024 20:42,negative
@muhammadrozi2417,beli gmn bang,5/25/2024 20:40,negative
@amsilringhet2080,cocok sumba susah sinya harga,5/25/2024 20:40,positive
@Pusat_Informasi,dsni 10mbps saja sudah ngebut lagi gitu ratus mbps,5/25/2024 20:38,negative
@04._521,suh orang utara,5/25/2024 23:35,negative
@NdaruNdarunugraha,cari kenal alien dilluar angkasa,5/25/2024 20:34,neutral
@rurydermawan9977,pasangin ecoflow beuuh nomaden ente bang,5/25/2024 20:33,neutral
@uyisyamsuri8425,pukul telak provider yang sdh,5/25/2024 20:28,positive
@sniperutara8614,beli barang,5/25/2024 20:26,neutral
@Soundaudiomdn,basarnas beli,5/25/2024 20:22,neutral
@evaherayani7696,power bank nama bang,5/25/2024 20:19,negative
@theark7728,berkah warga pelosok daerah informasi mudah,5/25/2024 20:13,positive
@EmiTFF,7jt pasang 1jt bang,5/27/2024 15:07,neutral
@norsidik8938,makasih info bang manfaat,5/25/2024 20:11,positive
@syahidinsyahidin1159,teori starlink sudah dari dulukarna prinsip jaring pantulkantapi elit global bisnis,5/25/2024 20:10,negative
@MediaHidup,yah lapang seperti gitu deket rumah jaring internet bang reviewnya hut banget bang,5/25/2024 20:10,positive
@user-ru1rm7vf9z,gang tidak,5/25/2024 20:08,neutral
@mintingnft1246,device murah saja  750k orang pelosok gaji  19jtbln 2024 100k teriak taiiiiii taiiii taiiii,5/25/2024 20:04,negative
@04._521,khusus orang utara,5/25/2024 23:36,negative
@bagassagar4212,pertamina ngedikte harga saing biar mahal telkomsel berani tidak ya,5/25/2024 19:57,negative
@tegarwicaksonobaskoro5733,jika dijawa internet bang,5/25/2024 19:54,neutral
@haniaaaaj,cipta negara mna alat,5/25/2024 19:49,negative
@mintingnft1246,mars,5/25/2024 20:08,positive
@rudrabows,mending signal kurang tidak ka,5/25/2024 19:32,negative
@taurusboys_,mending ujun,5/25/2024 20:04,negative
@06saha,internet cepat jabat konoha,5/25/2024 19:31,negative
@ucihasenjusenju641,birokrasi palemen korup atur yang susah mnghambat maju teknologidemi bumn korup exist,5/25/2024 19:20,negative
@ngestisus6960,sebentar banyak yang buat,5/25/2024 19:12,neutral
@MdnStudio93,maksimal connect brapa perangkat kak jika yang batas 810 perangkat jika starlink batas tidak kak,5/25/2024 19:10,neutral
@mintingnft1246,2,5/25/2024 20:09,negative
@ricel87,jika korupsi bts 15milyar pake beli saja 3000 sekolah dalam akses internet,5/25/2024 19:07,neutral
